transaction_id,customer_id,date,amount,category,type,balance
614c721d-a921-4b4c-95fb-e976ae007b7e,1428,2024-04-17,4075.76,Donations and religious offerings,ATM,58510.86
8b9d2434-e465-4150-bd9c-66b3ad3c2d6d,1089,2024-04-17,5925.4,Groceries and household essentials,ATM,9822.68
c4cb294f-e86e-4e63-8f25-477da55990e7,1030,2024-04-18,3383.36,Insurance premiums,Credit Card,52623.49
7d23d479-9549-4a82-b787-ef8d3495311e,1410,2024-04-18,3753.79,Travel and vacations,UPI,8861.92
74685b98-d2fe-4fde-9918-b3e5f2f25eef,1890,2024-04-18,9120.49,Savings and investments,Internet Banking,27818.26
f8140102-7de1-4dfe-9072-5b5ca2814044,1485,2024-04-18,717.98,Utilities,ATM,43471.71
30beb45f-6835-44f2-8eb8-1f9d7914c120,1271,2024-04-19,1367.94,Education fees,ATM,87987.39
07a0ca6e-0822-48f3-ac03-1199972a8469,1238,2024-04-19,5078.29,Groceries and household essentials,Mobile Banking,20284.35
54669d19-10df-4974-95ab-946da5b5cdc2,1775,2024-04-19,5398.3,Travel and vacations,Mobile Wallet,22231.96
20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,1887,2024-04-19,6576.17,Donations and religious offerings,Mobile Wallet,13702.74
6142ea7d-17be-4111-9a2a-73ed562b0f79,1849,2024-04-19,6304.97,Education fees,Mobile Banking,19632.71
c4d598f7-e14f-4093-8b6a-d0c7a2356dd4,1517,2024-04-19,1635.74,Clothing and accessories,Mobile Banking,40640.0
d0afb235-ade6-4f51-a670-93a0fc48f615,1198,2024-04-19,2977.07,Fuel and transportation,UPI,7909.66
fb02bebb-4872-4a4d-98c7-472a864e9a13,1935,2024-04-20,2761.65,Fuel and transportation,Credit Card,91447.87
bc8960a9-23b8-41e9-b924-56de3eb13b90,1142,2024-04-20,7377.89,Travel and vacations,UPI,89271.87
dea4ae17-54fd-4ad3-9716-108ef72169bb,1577,2024-04-20,7610.78,Healthcare,UPI,92453.35
93cd1291-1004-4d82-8bc7-2f1acf08ea54,1105,2024-04-20,4064.22,Groceries and household essentials,Mobile Banking,55135.33
ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,1326,2024-04-20,6978.27,Insurance premiums,Debit Card,30338.91
a56c0941-fbf2-4050-a748-dbcfac619e63,1836,2024-04-20,5568.29,Travel and vacations,ATM,93923.54
3c7c1d85-25cf-4041-90a6-43fea53bc024,1543,2024-04-20,2295.43,Rent/EMI,ATM,10469.7
7daa39f0-c0b6-4ce2-9e53-790aa34b6cf6,1404,2024-04-20,188.49,Clothing and accessories,ATM,45751.21
e3c43657-1d8c-4bac-83b4-09ef2260e70f,1769,2024-04-21,2386.94,Dining and entertainment,Debit Card,80753.01
6e3255a8-cbd5-4c86-b739-36e954e38579,1336,2024-04-21,3607.4,Healthcare,Mobile Banking,27196.79
2de46e91-e8e6-4840-b090-f5a0ce610199,1275,2024-04-21,8975.46,Groceries and household essentials,Credit Card,81829.9
5c56d9bc-5111-431d-a3be-441dbd5a0c9e,1099,2024-04-21,4734.27,Donations and religious offerings,Credit Card,72656.07
10142131-7505-45f5-9f70-8368cb3cf8ca,1302,2024-04-22,1566.49,Education fees,Debit Card,38294.06
c3f725fe-b99b-4b5a-a00d-a49deffa2002,1360,2024-04-22,9478.21,Savings and investments,Debit Card,56529.33
5f18e583-f0b6-483f-a377-f6f1d289f0ab,1894,2024-04-22,4727.84,Travel and vacations,Internet Banking,98113.42
a21b0307-82af-485c-938d-994c2b0abedd,1765,2024-04-23,4816.84,Rent/EMI,Mobile Wallet,54088.5
b3a7d0e0-cb08-487d-9963-c26d6e218b09,1963,2024-04-23,5213.03,Dining and entertainment,Mobile Wallet,8346.56
ab61a7b1-793b-4c32-a050-04943d114802,1279,2024-04-23,4184.13,Healthcare,Internet Banking,24751.23
fe7402cd-dd83-4d03-b066-e289164484a0,1859,2024-04-23,667.23,Dining and entertainment,Debit Card,75482.6
6cd5e859-32a4-47b2-af04-e57dcdccc33a,1808,2024-04-23,7894.89,Savings and investments,Credit Card,2070.22
7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,1025,2024-04-23,6214.49,Clothing and accessories,Credit Card,91567.96
f5e4a471-3fe6-4c9c-8758-367ba6499cdc,1252,2024-04-23,7222.95,Healthcare,Mobile Banking,61858.54
b0b6dedf-4f9c-4027-8514-4d98b41c504f,1871,2024-04-23,3184.34,Insurance premiums,UPI,83274.03
b7e6427c-bf78-4e3f-b6b7-51f79b749245,1874,2024-04-23,4178.68,Clothing and accessories,Credit Card,82144.67
f7dc67e0-3097-4b2b-86a0-2a9b65ec7acd,1170,2024-04-24,6913.16,Education fees,Internet Banking,4714.34
0d6a05b3-43ef-4016-ac9b-662e040a3aae,1075,2024-04-25,4547.82,Donations and religious offerings,Internet Banking,99727.61
8dedf9fb-4bb0-4f20-b27c-40266703b636,1276,2024-04-25,6178.33,Clothing and accessories,Mobile Wallet,48608.0
08e895d7-702c-4821-8804-0fb7ad973b67,1362,2024-04-25,5564.49,Savings and investments,Mobile Banking,78551.65
d9e604b3-8412-4335-988c-656db61e5fdb,1188,2024-04-25,7556.44,Healthcare,Debit Card,85009.42
10d08d11-25f9-44bf-9bb9-61555275eb94,1696,2024-04-25,5197.73,Fuel and transportation,Mobile Wallet,78136.16
f1afdb65-b289-4224-8ac9-778d8da8eee4,1990,2024-04-25,8465.16,Clothing and accessories,Credit Card,9485.14
336749b5-2cf6-4f75-aa5e-6920bf5ae7e6,1326,2024-04-26,9311.72,Donations and religious offerings,UPI,33861.39
8c99a894-445d-4c38-b41c-64940d366dfc,1347,2024-04-26,3542.68,Fuel and transportation,Mobile Wallet,14753.52
f5159494-3818-4fd3-b889-936a9d5817e8,1207,2024-04-26,1404.31,Savings and investments,ATM,15963.35
43e42caf-8181-48cc-b691-47eb89a2688b,1130,2024-04-26,1958.81,Travel and vacations,Internet Banking,67893.14
1a2bd69c-450f-49ee-82e7-9a985c238d8d,1670,2024-04-26,938.53,Education fees,Debit Card,74548.89
ddb7570e-b390-4059-a07b-be21a7e8d18e,1866,2024-04-26,2587.41,Education fees,Internet Banking,71114.08
cfbe4fe9-2ea9-4542-a1b9-70d07a8104de,1249,2024-04-27,9902.82,Rent/EMI,Credit Card,68562.14
6992896e-01a2-4ed1-83ab-b5f10c6b7074,1406,2024-04-27,5542.94,Dining and entertainment,Mobile Banking,46086.64
9acb394a-cd1f-4318-b31f-63fbd11fc8c0,1641,2024-04-27,6803.56,Clothing and accessories,Internet Banking,5164.97
f0458043-e3a6-4a70-be71-0b558639bd41,1923,2024-04-27,574.09,Rent/EMI,Mobile Wallet,51819.53
87ad8b26-8eaa-4841-aaa0-426df7c0d5f7,1395,2024-04-27,4410.29,Insurance premiums,Debit Card,88512.92
1f652a87-333e-4344-bdbf-4bc1ffa623d0,1181,2024-04-27,9647.52,Education fees,Credit Card,73620.0
2b64777c-6177-4771-af70-de702b69c95e,1181,2024-04-27,3168.47,Groceries and household essentials,ATM,45479.3
7fd255ee-ac48-4366-a8bd-80d7cb881c32,1850,2024-04-28,8991.29,Clothing and accessories,UPI,61960.95
0e731dd7-c6ac-4b04-9d1d-6cd1c11f6bf5,1538,2024-04-28,8613.66,Utilities,Credit Card,70601.53
9647ff9f-3508-407a-b622-d84204022b3c,1020,2024-04-28,8653.07,Travel and vacations,ATM,47672.67
2f4dd219-186b-4880-ab54-5a15669d01ff,1898,2024-04-28,145.47,Education fees,ATM,76013.45
83f82f16-e4a4-474c-9b33-e3a42620f9a9,1002,2024-04-28,8695.63,Donations and religious offerings,ATM,73227.73
b8f21423-03ed-41f8-b4f9-3d17e912b4bf,1642,2024-04-28,3195.58,Healthcare,ATM,47157.65
49f1137d-7d59-4e19-aab7-b2ef8e0ec033,1137,2024-04-28,9640.35,Groceries and household essentials,Mobile Banking,73753.29
7e3d5ee4-44b6-4ec1-8d16-f04944d7df9a,1214,2024-04-29,7623.87,Fuel and transportation,Mobile Banking,76566.13
c14565c7-5d98-4115-b05e-eefe8ece1128,1402,2024-04-29,4920.11,Savings and investments,UPI,27237.36
8d7248e2-951f-48d0-9e84-f058d5a804eb,1860,2024-04-29,6394.73,Clothing and accessories,Internet Banking,62861.47
50ee7a92-a091-41e0-b891-b0c3dd3f487e,1857,2024-04-30,1799.1,Groceries and household essentials,Mobile Wallet,40000.96
4499d0a6-1500-4170-92d1-5585b68e47fa,1702,2024-04-30,5369.62,Healthcare,UPI,36170.46
a247541d-c8ad-4899-b630-794d6147adeb,1307,2024-04-30,8461.92,Travel and vacations,Mobile Banking,18523.02
f84f16b3-a79f-4faf-9ef5-768968f45bce,1646,2024-04-30,3063.06,Dining and entertainment,Mobile Banking,6089.13
9f0fda8d-0537-4ff6-96d7-b3b833094d35,1157,2024-04-30,5008.84,Donations and religious offerings,Credit Card,51132.77
6070b6a1-98e5-4499-a18c-6e1c9e374f7a,1736,2024-04-30,5467.23,Clothing and accessories,Internet Banking,82424.36
0db95301-afbb-411a-a123-5a8c93b7a886,1717,2024-04-30,3056.79,Insurance premiums,ATM,14407.81
fb16e5db-a6ea-479e-921c-82f8cada4f80,1262,2024-04-30,2012.85,Savings and investments,Debit Card,76141.42
ba0266ef-be05-4787-965b-efdf6b4be411,1048,2024-05-01,8664.69,Education fees,Credit Card,12885.26
1337739e-8d4f-4d27-ac7f-0b793d67cde9,1021,2024-05-01,553.26,Education fees,Debit Card,98887.68
6f4cc69a-4b22-4308-9c8e-aee95715bd6f,1602,2024-05-01,2241.16,Utilities,UPI,63294.74
b5b453ca-3d42-493c-8c9f-d3349bdf0377,1464,2024-05-01,3441.92,Education fees,Credit Card,72298.8
27d415b6-0d77-45a0-a222-b6a615bfbe97,1467,2024-05-01,1531.96,Clothing and accessories,Debit Card,33132.6
14c8b3b4-a911-4192-83bf-d9313605bf54,1093,2024-05-01,6644.55,Travel and vacations,UPI,59916.02
5d65a441-d588-42de-a2bc-372f7412b293,1965,2024-05-02,5693.44,Donations and religious offerings,Credit Card,21656.34
f75d599f-6b2d-4b09-8707-9ad480be7e35,1281,2024-05-02,656.53,Savings and investments,UPI,91201.98
430f801d-fad4-49e2-a319-dcb4217d65a0,1475,2024-05-02,6692.4,Clothing and accessories,Mobile Banking,32071.15
e6fdd7af-dd84-4acc-b672-94643f8ea40a,1225,2024-05-02,2956.29,Dining and entertainment,Debit Card,53992.06
adedda80-bff9-407d-8d14-a03e83599af6,1276,2024-05-02,1067.2,Utilities,Debit Card,43382.46
518b2f21-9cf2-4859-ae6e-2e7253f591dc,1469,2024-05-02,6366.66,Donations and religious offerings,Credit Card,85085.57
89ecbc51-98cb-4a52-87f5-301988438de2,1257,2024-05-03,2070.72,Healthcare,Mobile Wallet,22942.08
6d9c5b50-a1fd-4187-9c3a-1e0bb5f3f8aa,1398,2024-05-03,2414.07,Donations and religious offerings,Credit Card,69447.14
b963f37f-6781-4c1f-8c53-0e36addc3e13,1992,2024-05-03,957.86,Education fees,Internet Banking,33664.19
a48e40f1-d042-4dfa-96ab-087a8bc78e81,1196,2024-05-04,6216.82,Dining and entertainment,Mobile Wallet,35766.89
7afeb114-9561-4813-8d25-9caab8adad87,1640,2024-05-04,3089.82,Donations and religious offerings,Mobile Wallet,23797.31
f4e95734-5052-4700-a077-96a38685abaa,1630,2024-05-04,6881.33,Rent/EMI,ATM,89711.0
2e183554-cae2-4e66-ae8a-781390e0a95b,1083,2024-05-04,5848.26,Fuel and transportation,Credit Card,31368.06
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,1913,2024-05-04,4532.52,Travel and vacations,Mobile Banking,95640.94
42deffcc-f86c-4ca2-a085-96db1d870966,1129,2024-05-05,4761.93,Utilities,Mobile Banking,94801.82
68ab80ea-497e-46d1-881f-c6dc78d9a88a,1089,2024-05-05,2833.77,Fuel and transportation,Internet Banking,20346.05
317304b5-c1dd-484a-aca5-8d95915a1c30,1505,2024-05-05,9977.98,Rent/EMI,UPI,90094.11
0658663a-698c-406f-a1a4-7e102d534dd0,1855,2024-05-05,4219.26,Donations and religious offerings,UPI,54840.16
6f7c15ea-272a-4d8e-b512-2df875b17a55,1546,2024-05-05,3831.09,Education fees,UPI,72012.38
3805f907-6cd6-4193-8746-8f591b494e15,1046,2024-05-05,9744.23,Clothing and accessories,Credit Card,69893.03
c19ad58c-c35b-4c8c-8a4c-9f7f9384ec2b,1440,2024-05-05,4542.97,Rent/EMI,Internet Banking,34223.7
1df05d18-4e2d-4255-bd13-1a3d1e2c2e7d,1734,2024-05-06,7437.98,Insurance premiums,ATM,25801.79
6c006f61-23e2-4cb4-b2d8-567d894a05e4,1703,2024-05-06,6360.67,Dining and entertainment,Mobile Banking,49108.92
7631de9d-dde9-4863-a2bd-33886db99102,1993,2024-05-06,7736.85,Clothing and accessories,Mobile Wallet,98817.86
f945f2fd-56cb-4ab0-a2fb-26d7f4dbca07,1078,2024-05-07,3027.81,Savings and investments,Debit Card,56886.24
4690fb15-27b6-48dc-989d-ecb075eb89c2,1755,2024-05-07,6991.38,Savings and investments,ATM,70493.56
b7f60cdf-41dc-4c60-a5f6-0735757b6b29,1008,2024-05-07,3720.75,Dining and entertainment,Mobile Banking,78558.47
6e8d9644-601b-4bcb-b0ee-bcce8d93e14a,1738,2024-05-07,303.28,Healthcare,Credit Card,26312.91
d9f195d0-1482-4f53-8201-0c62f5f59b22,1197,2024-05-07,4014.74,Dining and entertainment,Mobile Wallet,7407.37
27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,1902,2024-05-07,4152.33,Fuel and transportation,UPI,92486.49
939b462d-e645-4129-a29c-2ae31d9af659,1589,2024-05-07,6789.61,Insurance premiums,Internet Banking,94176.32
2f383b43-a137-48e4-a7b1-3040cc39b925,1169,2024-05-07,794.91,Healthcare,Credit Card,24468.74
310c0c00-3fa7-4104-9bf9-0e27dc96925e,1278,2024-05-07,2853.47,Rent/EMI,UPI,34616.59
de9e3757-5260-401e-aecf-67d2749176f4,1108,2024-05-07,2471.0,Savings and investments,Internet Banking,52634.27
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,1858,2024-05-08,1410.95,Utilities,UPI,64810.89
d5c9fdc7-e76a-4ca9-b811-6802c8cc7cfe,1296,2024-05-08,2379.91,Donations and religious offerings,Mobile Banking,32230.92
8441aefd-0299-436a-8e48-522346b98991,1075,2024-05-08,4445.21,Education fees,Mobile Banking,30265.85
45d8a6ad-77d0-459e-8114-14f8d9df0d0e,1047,2024-05-08,9543.09,Utilities,Internet Banking,86670.21
6232b17a-2507-4181-8d1f-b54074eff545,1056,2024-05-08,126.49,Dining and entertainment,Debit Card,76851.28
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,1973,2024-05-08,7633.79,Fuel and transportation,Debit Card,22030.27
93cd59bf-5c94-4cf0-9c98-d2c1e2acf72f,1650,2024-05-08,1752.83,Donations and religious offerings,Debit Card,16758.55
27046f25-4b91-48cb-aae6-6582b852b3cd,1423,2024-05-09,9708.52,Savings and investments,Debit Card,55583.39
a689b424-7a3a-40e1-b9c7-73a0e0decc3d,1842,2024-05-09,7221.62,Fuel and transportation,Credit Card,13129.6
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,1566,2024-05-09,5332.67,Insurance premiums,UPI,55263.65
b0c4a01c-69b7-40fa-a6c4-32f66b352f85,1392,2024-05-10,938.84,Utilities,ATM,31678.47
8167999f-e723-4da3-8c32-bdb2d42a895e,1875,2024-05-10,4549.4,Donations and religious offerings,Mobile Banking,25360.34
57c700aa-b7b5-4ea7-b5eb-d32d9ad620ab,1786,2024-05-10,774.64,Insurance premiums,UPI,57779.25
ea11905b-51fa-4efa-96f8-9f7ac2fa1da8,1557,2024-05-10,3905.89,Education fees,Internet Banking,37255.47
36c7d6fa-7aa4-4052-bf51-936241a64fed,1425,2024-05-10,4264.57,Insurance premiums,ATM,64233.46
7ab99428-378e-4510-8f10-d33eabe42e7d,1628,2024-05-11,8937.6,Donations and religious offerings,ATM,43416.67
a6b07458-43c0-4d43-93a7-4792c561b8dc,1191,2024-05-11,3689.64,Rent/EMI,Internet Banking,11838.52
84c86c46-2359-4fa4-b4ad-af890ff1aa9f,1576,2024-05-11,134.32,Travel and vacations,Debit Card,44289.89
45ee432d-6a07-4213-b129-cec79b69554d,1501,2024-05-12,7101.96,Dining and entertainment,Internet Banking,81667.01
acf5e81e-7131-4269-b118-e36477097749,1718,2024-05-12,8807.07,Clothing and accessories,ATM,51904.41
3da06476-f778-4676-b50d-112e8164ceec,1435,2024-05-12,1069.04,Travel and vacations,Mobile Wallet,25129.4
7c441fe7-ab42-40a7-874a-493b3ceddf2d,1405,2024-05-12,1352.24,Travel and vacations,Credit Card,45993.84
723ef466-b43b-427f-82a2-59a6c6641285,1450,2024-05-12,3380.63,Travel and vacations,Mobile Banking,14044.38
53cd6268-610c-4373-8299-9aa40cdf742b,1673,2024-05-12,8700.21,Healthcare,Internet Banking,5893.31
f200c261-4d29-41ab-b455-12f701f7c7ec,1174,2024-05-12,5266.11,Donations and religious offerings,Mobile Banking,77573.31
f6e07cc0-6c52-449f-9b49-bd26df57c59a,1980,2024-05-12,7318.53,Clothing and accessories,UPI,71981.62
5a31b4cc-cd4b-49a9-9b68-9c883ae909fe,1836,2024-05-13,2036.99,Savings and investments,Debit Card,87363.69
8a2db2e6-3bfd-48a6-b05f-ddf566fadca0,1600,2024-05-13,7061.73,Fuel and transportation,Mobile Wallet,11536.6
beed0af9-00c5-4f30-9103-142441241bb4,1404,2024-05-13,4986.46,Insurance premiums,UPI,42953.07
65d0b517-88d0-4abd-8bb1-8c791036708d,1815,2024-05-13,9452.63,Insurance premiums,Credit Card,54253.61
